Line	Event	Signal	Text
67048	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
67101	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
67184	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
68184	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
68237	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
68320	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
68605	C1 FINALIZATION	EXTRA_01	Source[0].Outcome: REPAIRED_TO_ITEM_EQUIPPED
68619	C1 FINALIZATION	EXTRA_05	Source[0].RepairAttempted: 1
68622	C1 FINALIZATION	EXTRA_06	Source[0].PhysicalCollisionChanged: 1
68639	C1 FINALIZATION	EXTRA_06	PhysicalCollisionChanged: 1
69202	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
69255	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
69338	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
70630	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
70683	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
70766	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
71051	C1 FINALIZATION	EXTRA_01	Source[0].Outcome: REPAIRED_TO_ITEM_EQUIPPED
71065	C1 FINALIZATION	EXTRA_05	Source[0].RepairAttempted: 1
71068	C1 FINALIZATION	EXTRA_06	Source[0].PhysicalCollisionChanged: 1
71085	C1 FINALIZATION	EXTRA_06	PhysicalCollisionChanged: 1
72094	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
72177	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
72462	C1 FINALIZATION	EXTRA_01	Source[0].Outcome: REPAIRED_TO_ITEM_EQUIPPED
72476	C1 FINALIZATION	EXTRA_05	Source[0].RepairAttempted: 1
72479	C1 FINALIZATION	EXTRA_06	Source[0].PhysicalCollisionChanged: 1
72496	C1 FINALIZATION	EXTRA_06	PhysicalCollisionChanged: 1
73005	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
73099	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
73201	G3AB_COL_BOTH RECEIVED	EXTRA_08	MarkerAction: REJECTED - unsupported Normal/Quick/full-Whirl action or Hit phase
73223	G3AB_COL_RIGHT RECEIVED	EXTRA_08	MarkerAction: REJECTED - unsupported Normal/Quick/full-Whirl action or Hit phase
73245	G3AB_COL_OFF RECEIVED	EXTRA_08	MarkerAction: REJECTED - unsupported Normal/Quick/full-Whirl action or Hit phase
